rule_id,section_code,section,variable,data_variables,check_type,condition_questionnaire,condition_stata,condition_status,rule_expression_stata,source_regle,scope_stata,scope_source,scope_status,decision_status,action,script
Q_A_A2_heure_MISSING,A,A.GESTION DES TENTATIVES D’APPEL,A2_heure,A2_heure,manquant_univers,(HHA_debut!=null),(!missing(HHA_debut)),translated,"((missing(A2_heure) | trim(A2_heure) == """")) & ((!missing(HHA_debut))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A2_heure_SKIP,A,A.GESTION DES TENTATIVES D’APPEL,A2_heure,A2_heure,saut_univers,(HHA_debut!=null),(!missing(HHA_debut)),translated,"((!missing(A2_heure) & trim(A2_heure) != """")) & !((!missing(HHA_debut))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A4_MISSING,A,A.GESTION DES TENTATIVES D’APPEL,A4,A4,manquant_univers,(HHA_debut!=null),(!missing(HHA_debut)),translated,(missing(A4)) & ((!missing(HHA_debut))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A4_SKIP,A,A.GESTION DES TENTATIVES D’APPEL,A4,A4,saut_univers,(HHA_debut!=null),(!missing(HHA_debut)),translated,(!missing(A4)) & !((!missing(HHA_debut))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A4_DOMAIN,A,A.GESTION DES TENTATIVES D’APPEL,A4,A4,domaine,(HHA_debut!=null),(!missing(HHA_debut)),translated,"!((inlist(A4, 1, 2, 3, 4, 5, 6, 7, 8))) & (!missing(A4)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A4X_MISSING,A,A.GESTION DES TENTATIVES D’APPEL,A4X,A4X,manquant_univers,(A4==8),((!missing(A4) & (A4 == 8))),translated,"((missing(A4X) | trim(A4X) == """")) & (((!missing(A4) & (A4 == 8)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A4X_SKIP,A,A.GESTION DES TENTATIVES D’APPEL,A4X,A4X,saut_univers,(A4==8),((!missing(A4) & (A4 == 8))),translated,"((!missing(A4X) & trim(A4X) != """")) & !(((!missing(A4) & (A4 == 8)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A5_date_MISSING,A,A.GESTION DES TENTATIVES D’APPEL,A5_date,A5_date,manquant_univers,(A4==5 || A4==7),((!missing(A4) & (A4 == 5)) | (!missing(A4) & (A4 == 7))),translated,"((missing(A5_date) | trim(A5_date) == """")) & (((!missing(A4) & (A4 == 5)) | (!missing(A4) & (A4 == 7)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A5_date_SKIP,A,A.GESTION DES TENTATIVES D’APPEL,A5_date,A5_date,saut_univers,(A4==5 || A4==7),((!missing(A4) & (A4 == 5)) | (!missing(A4) & (A4 == 7))),translated,"((!missing(A5_date) & trim(A5_date) != """")) & !(((!missing(A4) & (A4 == 5)) | (!missing(A4) & (A4 == 7)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A5_heure_MISSING,A,A.GESTION DES TENTATIVES D’APPEL,A5_heure,A5_heure,manquant_univers,(A4==5 || A4==7),((!missing(A4) & (A4 == 5)) | (!missing(A4) & (A4 == 7))),translated,"((missing(A5_heure) | trim(A5_heure) == """")) & (((!missing(A4) & (A4 == 5)) | (!missing(A4) & (A4 == 7)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_A5_heure_SKIP,A,A.GESTION DES TENTATIVES D’APPEL,A5_heure,A5_heure,saut_univers,(A4==5 || A4==7),((!missing(A4) & (A4 == 5)) | (!missing(A4) & (A4 == 7))),translated,"((!missing(A5_heure) & trim(A5_heure) != """")) & !(((!missing(A4) & (A4 == 5)) | (!missing(A4) & (A4 == 7)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_HHA_fin_MISSING,A,A.GESTION DES TENTATIVES D’APPEL,HHA_fin,HHA_fin,manquant_univers,(HHA_debut!=null),(!missing(HHA_debut)),translated,"((missing(HHA_fin) | trim(HHA_fin) == """")) & ((!missing(HHA_debut))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_A_HHA_fin_SKIP,A,A.GESTION DES TENTATIVES D’APPEL,HHA_fin,HHA_fin,saut_univers,(HHA_debut!=null),(!missing(HHA_debut)),translated,"((!missing(HHA_fin) & trim(HHA_fin) != """")) & !((!missing(HHA_debut))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_02_A_A_GESTION_DES_TENTATIVES_DAPPEL.do
Q_B_HHB_debut_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,HHB_debut,HHB_debut,manquant_univers,,1,translated,"((missing(HHB_debut) | trim(HHB_debut) == """")) & (1) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B1_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B1,B1,manquant_univers,,1,translated,(missing(B1)) & (1) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B1_DOMAIN,B,B. IDENTIFICATION ET CONSENTEMENT,B1,B1,domaine,,1,translated,"!((inlist(B1, 105, 111, 113, 114))) & (!missing(B1)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B2_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B2,B2,manquant_univers,,1,translated,(missing(B2)) & (1) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B2_CASCADE_HIERARCHY_REVIEW,B,B. IDENTIFICATION ET CONSENTEMENT,B2,B2,coherence_hierarchie_cascade,,1,A_VALIDER,,questionnaire,$audit_scope,hypothese_apurement,a_valider,a_valider,verifier_domaine_et_hierarchie_cascade,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B3_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B3,B3,manquant_univers,,1,translated,(missing(B3)) & (1) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B3_CASCADE_HIERARCHY_REVIEW,B,B. IDENTIFICATION ET CONSENTEMENT,B3,B3,coherence_hierarchie_cascade,,1,A_VALIDER,,questionnaire,$audit_scope,hypothese_apurement,a_valider,a_valider,verifier_domaine_et_hierarchie_cascade,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B4_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B4,B4,manquant_univers,,1,translated,(missing(B4)) & (1) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B4_CASCADE_HIERARCHY_REVIEW,B,B. IDENTIFICATION ET CONSENTEMENT,B4,B4,coherence_hierarchie_cascade,,1,A_VALIDER,,questionnaire,$audit_scope,hypothese_apurement,a_valider,a_valider,verifier_domaine_et_hierarchie_cascade,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B5_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B5,B5,manquant_univers,,1,translated,(missing(B5)) & (1) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B5_DOMAIN,B,B. IDENTIFICATION ET CONSENTEMENT,B5,B5,domaine,,1,translated,"!((inlist(B5, 1, 2))) & (!missing(B5)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B6,B6,manquant_univers,,1,translated,(missing(B6)) & (1) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6_DOMAIN,B,B. IDENTIFICATION ET CONSENTEMENT,B6,B6,domaine,,1,translated,"!((inlist(B6, 1, 2))) & (!missing(B6)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6A_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B6A,B6A,manquant_univers,(B6==2),((!missing(B6) & (B6 == 2))),translated,(missing(B6A)) & (((!missing(B6) & (B6 == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6A_SKIP,B,B. IDENTIFICATION ET CONSENTEMENT,B6A,B6A,saut_univers,(B6==2),((!missing(B6) & (B6 == 2))),translated,(!missing(B6A)) & !(((!missing(B6) & (B6 == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6A_DOMAIN,B,B. IDENTIFICATION ET CONSENTEMENT,B6A,B6A,domaine,(B6==2),((!missing(B6) & (B6 == 2))),translated,"!((inlist(B6A, 1, 2))) & (!missing(B6A)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6B_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B6B,B6B,manquant_univers,(B6A==2),((!missing(B6A) & (B6A == 2))),translated,(missing(B6B)) & (((!missing(B6A) & (B6A == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6B_SKIP,B,B. IDENTIFICATION ET CONSENTEMENT,B6B,B6B,saut_univers,(B6A==2),((!missing(B6A) & (B6A == 2))),translated,(!missing(B6B)) & !(((!missing(B6A) & (B6A == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6B_DOMAIN,B,B. IDENTIFICATION ET CONSENTEMENT,B6B,B6B,domaine,(B6A==2),((!missing(B6A) & (B6A == 2))),translated,"!((inlist(B6B, 1, 2))) & (!missing(B6B)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6C_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B6C,B6C,manquant_univers,(B6B==1),((!missing(B6B) & (B6B == 1))),translated,"((missing(B6C) | trim(B6C) == """")) & (((!missing(B6B) & (B6B == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6C_SKIP,B,B. IDENTIFICATION ET CONSENTEMENT,B6C,B6C,saut_univers,(B6B==1),((!missing(B6B) & (B6B == 1))),translated,"((!missing(B6C) & trim(B6C) != """")) & !(((!missing(B6B) & (B6B == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6D_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B6D,B6D,manquant_univers,(B6==1 || B6A==1),((!missing(B6) & (B6 == 1)) | (!missing(B6A) & (B6A == 1))),translated,(missing(B6D)) & (((!missing(B6) & (B6 == 1)) | (!missing(B6A) & (B6A == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6D_SKIP,B,B. IDENTIFICATION ET CONSENTEMENT,B6D,B6D,saut_univers,(B6==1 || B6A==1),((!missing(B6) & (B6 == 1)) | (!missing(B6A) & (B6A == 1))),translated,(!missing(B6D)) & !(((!missing(B6) & (B6 == 1)) | (!missing(B6A) & (B6A == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6D_DOMAIN,B,B. IDENTIFICATION ET CONSENTEMENT,B6D,B6D,domaine,(B6==1 || B6A==1),((!missing(B6) & (B6 == 1)) | (!missing(B6A) & (B6A == 1))),translated,"!((inlist(B6D, 1, 2))) & (!missing(B6D)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6E_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B6E,B6E,manquant_univers,(B6D==2),((!missing(B6D) & (B6D == 2))),translated,(missing(B6E)) & (((!missing(B6D) & (B6D == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6E_SKIP,B,B. IDENTIFICATION ET CONSENTEMENT,B6E,B6E,saut_univers,(B6D==2),((!missing(B6D) & (B6D == 2))),translated,(!missing(B6E)) & !(((!missing(B6D) & (B6D == 2)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6E_DOMAIN,B,B. IDENTIFICATION ET CONSENTEMENT,B6E,B6E,domaine,(B6D==2),((!missing(B6D) & (B6D == 2))),translated,"!((inlist(B6E, 1, 2))) & (!missing(B6E)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6F_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,B6F,B6F,manquant_univers,(B6E==1),((!missing(B6E) & (B6E == 1))),translated,"((missing(B6F) | trim(B6F) == """")) & (((!missing(B6E) & (B6E == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B6F_SKIP,B,B. IDENTIFICATION ET CONSENTEMENT,B6F,B6F,saut_univers,(B6E==1),((!missing(B6E) & (B6E == 1))),translated,"((!missing(B6F) & trim(B6F) != """")) & !(((!missing(B6E) & (B6E == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_consentement_COMPUTED,B,B. IDENTIFICATION ET CONSENTEMENT,consentement,consentement,variable_calculee,,,non_applicable,,questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,documenter_sans_corriger,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_B7_PII,B,B. IDENTIFICATION ET CONSENTEMENT,B7,B7,confidentialite,(consentement==1),,PII_EXCLUDED,,questionnaire,$audit_scope,hypothese_apurement,a_valider,restriction_confidentialite,ne_pas_exporter,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_HHB_fin_MISSING,B,B. IDENTIFICATION ET CONSENTEMENT,HHB_fin,HHB_fin,manquant_univers,(HHA_debut!=null),(!missing(HHA_debut)),translated,"((missing(HHB_fin) | trim(HHB_fin) == """")) & ((!missing(HHA_debut))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_B_HHB_fin_SKIP,B,B. IDENTIFICATION ET CONSENTEMENT,HHB_fin,HHB_fin,saut_univers,(HHA_debut!=null),(!missing(HHA_debut)),translated,"((!missing(HHB_fin) & trim(HHB_fin) != """")) & !((!missing(HHA_debut))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_03_B_B_IDENTIFICATION_ET_CONSENTEMENT.do
Q_C_HHC_debut_MISSING,C,C. PROFIL SOCIODEMOGRAPHIQUE,HHC_debut,HHC_debut,manquant_univers,(HHB_fin!=null && consentement==1),(!missing(HHB_fin) & (!missing(consentement) & (consentement == 1))),translated,"((missing(HHC_debut) | trim(HHC_debut) == """")) & ((!missing(HHB_fin) & (!missing(consentement) & (consentement == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_04_C_C_PROFIL_SOCIODEMOGRAPHIQUE.do
Q_C_HHC_debut_SKIP,C,C. PROFIL SOCIODEMOGRAPHIQUE,HHC_debut,HHC_debut,saut_univers,(HHB_fin!=null && consentement==1),(!missing(HHB_fin) & (!missing(consentement) & (consentement == 1))),translated,"((!missing(HHC_debut) & trim(HHC_debut) != """")) & !((!missing(HHB_fin) & (!missing(consentement) & (consentement == 1)))) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_04_C_C_PROFIL_SOCIODEMOGRAPHIQUE.do
Q_C_C1_MISSING,C,C. PROFIL SOCIODEMOGRAPHIQUE,C1,C1,manquant_univers,(HHB_fin!=null && consentement==1),(!missing(HHB_fin) & (!missing(consentement) & (consentement == 1))),translated,(missing(C1)) & ((!missing(HHB_fin) & (!missing(consentement) & (consentement == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_04_C_C_PROFIL_SOCIODEMOGRAPHIQUE.do
Q_C_C1_SKIP,C,C. PROFIL SOCIODEMOGRAPHIQUE,C1,C1,saut_univers,(HHB_fin!=null && consentement==1),(!missing(HHB_fin) & (!missing(consentement) & (consentement == 1))),translated,(!missing(C1)) & !((!missing(HHB_fin) & (!missing(consentement) & (consentement == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_04_C_C_PROFIL_SOCIODEMOGRAPHIQUE.do
Q_C_C1_DOMAIN,C,C. PROFIL SOCIODEMOGRAPHIQUE,C1,C1,domaine,(HHB_fin!=null && consentement==1),(!missing(HHB_fin) & (!missing(consentement) & (consentement == 1))),translated,"!((inlist(C1, 1, 2))) & (!missing(C1)) & ($audit_scope)",questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_04_C_C_PROFIL_SOCIODEMOGRAPHIQUE.do
Q_C_C2A_Jour_MISSING,C,C. PROFIL SOCIODEMOGRAPHIQUE,C2A_Jour,C2A_Jour,manquant_univers,(HHB_fin!=null && consentement==1),(!missing(HHB_fin) & (!missing(consentement) & (consentement == 1))),translated,(missing(C2A_Jour)) & ((!missing(HHB_fin) & (!missing(consentement) & (consentement == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_04_C_C_PROFIL_SOCIODEMOGRAPHIQUE.do
Q_C_C2A_Jour_SKIP,C,C. PROFIL SOCIODEMOGRAPHIQUE,C2A_Jour,C2A_Jour,saut_univers,(HHB_fin!=null && consentement==1),(!missing(HHB_fin) & (!missing(consentement) & (consentement == 1))),translated,(!missing(C2A_Jour)) & !((!missing(HHB_fin) & (!missing(consentement) & (consentement == 1)))) & ($audit_scope),questionnaire,$audit_scope,hypothese_apurement,a_valider,documente_questionnaire,export_excel_diagnostic,04_04_C_C_PROFIL_SOCIODEMOGRAPHIQUE.do
